,problem,correct_solution,intermediate_1,intermediate_2
334,"[5, 9, 2, 7] ⋅ [9, 4, 0, 3]",102,45,21
335,"[8, 9, 0, 1] ⋅ [3, 4, 6, 4]",64,24,4
336,"[8, 5, 8, 9] ⋅ [7, 7, 8, 8]",227,56,72
337,"[3, 7, 2, 7] ⋅ [7, 9, 8, 7]",149,21,49
338,"[2, 6, 9, 5] ⋅ [3, 7, 6, 1]",107,6,5
339,"[6, 0, 7, 1] ⋅ [6, 9, 5, 7]",78,36,7
340,"[6, 1, 5, 4] ⋅ [8, 9, 7, 9]",128,48,36
341,"[3, 9, 1, 1] ⋅ [3, 6, 9, 8]",80,9,8
342,"[2, 3, 9, 7] ⋅ [9, 8, 9, 3]",144,18,21
343,"[6, 9, 3, 4] ⋅ [5, 9, 2, 1]",121,30,4
344,"[2, 3, 0, 1] ⋅ [2, 2, 5, 0]",10,4,0
345,"[3, 6, 3, 9] ⋅ [7, 1, 3, 3]",63,21,27
346,"[3, 1, 2, 6] ⋅ [7, 1, 7, 6]",72,21,36
347,"[0, 3, 1, 2] ⋅ [7, 6, 8, 6]",38,0,12
348,"[0, 3, 9, 1] ⋅ [2, 8, 4, 5]",65,0,5
349,"[0, 9, 0, 5] ⋅ [9, 8, 0, 7]",107,0,35
350,"[4, 2, 6, 1] ⋅ [3, 2, 6, 2]",54,12,2
351,"[3, 5, 2, 0] ⋅ [9, 5, 8, 2]",68,27,0
352,"[1, 1, 9, 9] ⋅ [5, 3, 8, 4]",116,5,36
353,"[2, 1, 9, 3] ⋅ [6, 3, 9, 3]",105,12,9
354,"[2, 7, 4, 1] ⋅ [9, 8, 4, 4]",94,18,4
355,"[4, 0, 0, 1] ⋅ [8, 3, 4, 0]",32,32,0
356,"[0, 6, 8, 7] ⋅ [1, 2, 8, 4]",104,0,28
357,"[9, 1, 4, 5] ⋅ [8, 3, 9, 9]",156,72,45
358,"[4, 1, 2, 1] ⋅ [1, 3, 9, 7]",32,4,7
359,"[7, 0, 3, 8] ⋅ [1, 1, 4, 2]",35,7,16
360,"[3, 7, 7, 9] ⋅ [0, 9, 3, 1]",93,0,9
361,"[1, 6, 8, 0] ⋅ [5, 5, 6, 4]",83,5,0
362,"[3, 9, 9, 1] ⋅ [5, 4, 3, 7]",85,15,7
363,"[2, 0, 0, 6] ⋅ [3, 5, 0, 2]",18,6,12
364,"[9, 1, 5, 3] ⋅ [2, 2, 7, 1]",58,18,3
365,"[4, 4, 7, 1] ⋅ [0, 9, 9, 1]",100,0,1
366,"[9, 7, 5, 2] ⋅ [3, 7, 1, 9]",99,27,18
367,"[9, 1, 0, 1] ⋅ [7, 6, 0, 2]",71,63,2
368,"[5, 4, 2, 3] ⋅ [7, 5, 6, 5]",82,35,15
369,"[4, 1, 1, 3] ⋅ [8, 1, 7, 0]",40,32,0
370,"[6, 2, 6, 1] ⋅ [8, 5, 0, 9]",67,48,9
371,"[2, 9, 1, 1] ⋅ [4, 2, 0, 5]",31,8,5
372,"[2, 4, 2, 5] ⋅ [1, 8, 8, 8]",90,2,40
373,"[2, 8, 9, 9] ⋅ [3, 4, 8, 4]",146,6,36
374,"[7, 3, 5, 6] ⋅ [1, 8, 3, 2]",58,7,12
375,"[7, 3, 0, 2] ⋅ [2, 0, 7, 8]",30,14,16
376,"[9, 8, 9, 4] ⋅ [9, 1, 8, 7]",189,81,28
377,"[3, 8, 5, 9] ⋅ [5, 2, 8, 8]",143,15,72
378,"[8, 6, 9, 5] ⋅ [6, 4, 3, 3]",114,48,15
379,"[5, 2, 7, 2] ⋅ [7, 3, 8, 0]",97,35,0
380,"[1, 2, 3, 0] ⋅ [6, 1, 8, 7]",32,6,0
381,"[4, 5, 4, 0] ⋅ [5, 9, 9, 8]",101,20,0
382,"[9, 2, 6, 9] ⋅ [3, 4, 9, 7]",152,27,63
383,"[4, 7, 2, 3] ⋅ [8, 5, 5, 6]",95,32,18
384,"[0, 8, 2, 8] ⋅ [7, 7, 2, 6]",108,0,48
385,"[4, 1, 5, 6] ⋅ [6, 8, 4, 7]",94,24,42
386,"[3, 0, 2, 4] ⋅ [5, 7, 3, 1]",25,15,4
387,"[6, 5, 9, 1] ⋅ [8, 9, 5, 7]",145,48,7
388,"[8, 2, 5, 8] ⋅ [6, 1, 1, 2]",71,48,16
389,"[7, 5, 0, 8] ⋅ [7, 0, 0, 4]",81,49,32
390,"[8, 1, 7, 6] ⋅ [7, 5, 5, 8]",144,56,48
391,"[7, 0, 4, 7] ⋅ [7, 0, 7, 6]",119,49,42
392,"[8, 3, 8, 2] ⋅ [1, 3, 9, 8]",105,8,16
393,"[2, 4, 9, 9] ⋅ [5, 3, 6, 7]",139,10,63
394,"[5, 6, 1, 3] ⋅ [9, 0, 5, 4]",62,45,12
395,"[4, 9, 8, 6] ⋅ [1, 1, 3, 8]",85,4,48
396,"[5, 2, 6, 6] ⋅ [2, 8, 8, 5]",104,10,30
397,"[0, 2, 6, 6] ⋅ [7, 3, 3, 4]",48,0,24
398,"[4, 6, 8, 0] ⋅ [1, 2, 5, 4]",56,4,0
399,"[6, 1, 1, 2] ⋅ [9, 5, 6, 7]",79,54,14
400,"[4, 8, 4, 0] ⋅ [5, 7, 4, 9]",92,20,0
401,"[1, 6, 2, 2] ⋅ [0, 9, 3, 6]",72,0,12
402,"[1, 0, 2, 7] ⋅ [6, 1, 8, 9]",85,6,63
403,"[4, 7, 8, 2] ⋅ [6, 7, 5, 6]",125,24,12
404,"[8, 4, 6, 7] ⋅ [9, 9, 3, 2]",140,72,14
405,"[8, 5, 4, 7] ⋅ [4, 4, 7, 0]",80,32,0
406,"[1, 2, 4, 5] ⋅ [0, 1, 7, 2]",40,0,10
407,"[7, 8, 6, 4] ⋅ [7, 0, 2, 5]",81,49,20
408,"[0, 6, 5, 4] ⋅ [1, 5, 5, 1]",59,0,4
409,"[1, 4, 3, 5] ⋅ [2, 8, 1, 1]",42,2,5
410,"[2, 3, 9, 8] ⋅ [0, 7, 0, 9]",93,0,72
411,"[0, 6, 9, 5] ⋅ [9, 6, 9, 5]",142,0,25
412,"[7, 9, 4, 3] ⋅ [9, 1, 6, 9]",123,63,27
413,"[7, 8, 9, 9] ⋅ [5, 2, 1, 3]",87,35,27
414,"[9, 5, 3, 8] ⋅ [3, 7, 2, 6]",116,27,48
415,"[6, 2, 3, 0] ⋅ [7, 1, 3, 9]",53,42,0
416,"[9, 8, 1, 7] ⋅ [2, 5, 6, 0]",64,18,0
417,"[3, 4, 6, 6] ⋅ [6, 8, 9, 3]",122,18,18
418,"[6, 1, 9, 9] ⋅ [9, 8, 0, 0]",62,54,0
419,"[2, 5, 4, 4] ⋅ [9, 5, 2, 0]",51,18,0
420,"[0, 7, 9, 7] ⋅ [3, 5, 8, 1]",114,0,7
421,"[3, 1, 3, 0] ⋅ [2, 1, 0, 5]",7,6,0
422,"[9, 5, 5, 6] ⋅ [8, 2, 9, 9]",181,72,54
423,"[9, 4, 7, 6] ⋅ [5, 2, 5, 6]",124,45,36
424,"[6, 5, 3, 1] ⋅ [4, 5, 4, 6]",67,24,6
425,"[2, 6, 2, 5] ⋅ [4, 6, 6, 7]",91,8,35
426,"[9, 8, 3, 9] ⋅ [8, 0, 9, 5]",144,72,45
427,"[1, 9, 8, 6] ⋅ [5, 0, 4, 4]",61,5,24
428,"[8, 8, 6, 6] ⋅ [0, 3, 9, 6]",114,0,36
429,"[6, 3, 4, 1] ⋅ [6, 9, 7, 0]",91,36,0
430,"[9, 1, 0, 1] ⋅ [7, 0, 5, 6]",69,63,6
431,"[9, 8, 1, 9] ⋅ [1, 4, 9, 6]",104,9,54
432,"[3, 9, 3, 6] ⋅ [4, 3, 6, 3]",75,12,18
433,"[1, 7, 1, 3] ⋅ [3, 4, 8, 0]",39,3,0
434,"[7, 1, 4, 7] ⋅ [4, 0, 9, 8]",120,28,56
435,"[8, 6, 7, 9] ⋅ [2, 1, 1, 4]",65,16,36
436,"[8, 5, 4, 6] ⋅ [7, 8, 6, 6]",156,56,36
437,"[5, 6, 3, 2] ⋅ [2, 8, 5, 9]",91,10,18
438,"[5, 1, 2, 9] ⋅ [5, 0, 7, 6]",93,25,54
439,"[9, 8, 7, 4] ⋅ [5, 5, 5, 6]",144,45,24
440,"[0, 6, 7, 1] ⋅ [6, 6, 7, 0]",85,0,0
441,"[9, 2, 1, 3] ⋅ [2, 9, 5, 9]",68,18,27
442,"[2, 3, 3, 2] ⋅ [8, 2, 8, 0]",46,16,0
443,"[9, 2, 4, 2] ⋅ [7, 0, 3, 4]",83,63,8
444,"[0, 0, 2, 4] ⋅ [3, 1, 8, 0]",16,0,0
445,"[8, 9, 2, 1] ⋅ [8, 7, 0, 9]",136,64,9
446,"[7, 9, 1, 2] ⋅ [7, 2, 9, 9]",94,49,18
447,"[5, 7, 6, 8] ⋅ [6, 1, 5, 3]",91,30,24
448,"[9, 2, 9, 9] ⋅ [3, 0, 0, 4]",63,27,36
449,"[6, 7, 9, 7] ⋅ [7, 6, 7, 2]",161,42,14
450,"[6, 7, 1, 8] ⋅ [6, 1, 3, 9]",118,36,72
451,"[2, 8, 1, 4] ⋅ [0, 7, 7, 5]",83,0,20
452,"[2, 4, 9, 7] ⋅ [0, 1, 0, 1]",11,0,7
453,"[1, 4, 3, 8] ⋅ [2, 4, 4, 5]",70,2,40
454,"[9, 8, 1, 6] ⋅ [6, 1, 4, 2]",78,54,12
455,"[0, 0, 8, 5] ⋅ [9, 1, 8, 5]",89,0,25
456,"[0, 1, 8, 1] ⋅ [3, 9, 7, 5]",70,0,5
457,"[8, 2, 2, 3] ⋅ [5, 5, 8, 5]",81,40,15
458,"[4, 7, 5, 3] ⋅ [3, 7, 2, 7]",92,12,21
459,"[1, 5, 5, 3] ⋅ [5, 7, 6, 5]",85,5,15
460,"[9, 7, 2, 9] ⋅ [6, 3, 2, 5]",124,54,45
461,"[1, 2, 6, 6] ⋅ [9, 4, 3, 5]",65,9,30
462,"[6, 9, 4, 3] ⋅ [6, 6, 4, 1]",109,36,3
463,"[0, 2, 9, 1] ⋅ [8, 3, 4, 9]",51,0,9
464,"[9, 7, 3, 7] ⋅ [3, 9, 4, 6]",144,27,42
465,"[8, 3, 5, 0] ⋅ [8, 4, 5, 2]",101,64,0
466,"[9, 0, 4, 8] ⋅ [1, 8, 6, 7]",89,9,56
467,"[1, 7, 6, 1] ⋅ [6, 4, 3, 3]",55,6,3
468,"[1, 3, 3, 1] ⋅ [1, 6, 7, 9]",49,1,9
469,"[9, 4, 1, 4] ⋅ [0, 5, 8, 6]",52,0,24
470,"[0, 4, 0, 9] ⋅ [3, 7, 1, 4]",64,0,36
471,"[2, 3, 9, 0] ⋅ [7, 4, 1, 0]",35,14,0
472,"[7, 0, 4, 3] ⋅ [1, 4, 5, 7]",48,7,21
473,"[0, 7, 3, 4] ⋅ [0, 5, 8, 5]",79,0,20
474,"[5, 5, 7, 0] ⋅ [5, 3, 4, 0]",68,25,0
475,"[4, 2, 6, 2] ⋅ [2, 4, 2, 8]",44,8,16
476,"[5, 0, 8, 1] ⋅ [0, 1, 8, 5]",69,0,5
477,"[4, 2, 5, 1] ⋅ [3, 2, 9, 8]",69,12,8
478,"[1, 2, 4, 1] ⋅ [7, 9, 4, 9]",50,7,9
479,"[3, 6, 3, 4] ⋅ [6, 3, 7, 1]",61,18,4
480,"[8, 7, 5, 6] ⋅ [6, 0, 6, 1]",84,48,6
481,"[3, 6, 5, 3] ⋅ [1, 1, 0, 3]",18,3,9
482,"[1, 6, 7, 5] ⋅ [7, 3, 5, 2]",70,7,10
483,"[3, 9, 8, 8] ⋅ [6, 6, 9, 6]",192,18,48
484,"[9, 5, 4, 4] ⋅ [4, 4, 7, 1]",88,36,4
485,"[9, 9, 6, 3] ⋅ [5, 3, 7, 2]",120,45,6
486,"[1, 1, 3, 0] ⋅ [6, 2, 1, 5]",11,6,0
487,"[1, 5, 3, 6] ⋅ [8, 9, 1, 7]",98,8,42
488,"[1, 2, 5, 4] ⋅ [3, 5, 2, 0]",23,3,0
489,"[0, 2, 8, 5] ⋅ [8, 3, 8, 9]",115,0,45
490,"[6, 4, 3, 9] ⋅ [0, 8, 5, 7]",110,0,63
491,"[1, 2, 5, 3] ⋅ [0, 4, 6, 0]",38,0,0
492,"[1, 5, 9, 6] ⋅ [3, 2, 9, 8]",142,3,48
493,"[3, 7, 1, 3] ⋅ [4, 1, 9, 2]",34,12,6
494,"[3, 1, 2, 5] ⋅ [7, 6, 0, 6]",57,21,30
495,"[6, 5, 8, 8] ⋅ [9, 7, 2, 1]",113,54,8
496,"[2, 9, 1, 7] ⋅ [0, 1, 8, 6]",59,0,42
497,"[3, 6, 2, 5] ⋅ [7, 8, 7, 9]",128,21,45
498,"[4, 7, 8, 2] ⋅ [3, 2, 1, 5]",44,12,10
499,"[7, 9, 7, 8] ⋅ [0, 4, 2, 0]",50,0,0
500,"[1, 7, 8, 6] ⋅ [0, 3, 4, 2]",65,0,12
501,"[1, 5, 2, 3] ⋅ [2, 5, 6, 2]",45,2,6
502,"[1, 7, 1, 9] ⋅ [5, 8, 6, 2]",85,5,18
503,"[6, 8, 5, 7] ⋅ [5, 5, 6, 6]",142,30,42
504,"[0, 1, 9, 7] ⋅ [0, 0, 2, 1]",25,0,7
505,"[1, 1, 6, 4] ⋅ [6, 5, 4, 5]",55,6,20
506,"[9, 8, 9, 0] ⋅ [3, 1, 0, 6]",35,27,0
507,"[1, 2, 7, 0] ⋅ [1, 2, 0, 3]",5,1,0
508,"[0, 2, 3, 7] ⋅ [1, 7, 0, 9]",77,0,63
509,"[2, 1, 4, 4] ⋅ [0, 1, 7, 2]",37,0,8
510,"[3, 4, 5, 2] ⋅ [9, 8, 8, 2]",103,27,4
511,"[5, 1, 0, 7] ⋅ [7, 2, 9, 2]",51,35,14
512,"[3, 2, 8, 9] ⋅ [2, 6, 7, 2]",92,6,18
513,"[8, 6, 7, 2] ⋅ [7, 7, 1, 5]",115,56,10
514,"[8, 3, 6, 0] ⋅ [7, 8, 9, 7]",134,56,0
515,"[6, 2, 2, 1] ⋅ [0, 5, 4, 4]",22,0,4
516,"[3, 6, 3, 7] ⋅ [3, 6, 5, 8]",116,9,56
517,"[5, 3, 1, 3] ⋅ [4, 6, 8, 3]",55,20,9
518,"[2, 4, 0, 0] ⋅ [7, 3, 8, 7]",26,14,0
519,"[8, 7, 3, 4] ⋅ [5, 5, 1, 9]",114,40,36
520,"[0, 5, 5, 6] ⋅ [4, 3, 9, 2]",72,0,12
521,"[2, 2, 5, 4] ⋅ [2, 4, 8, 7]",80,4,28
522,"[1, 9, 0, 0] ⋅ [4, 5, 5, 1]",49,4,0
523,"[2, 8, 9, 5] ⋅ [0, 3, 7, 5]",112,0,25
524,"[5, 3, 6, 1] ⋅ [5, 7, 0, 3]",49,25,3
525,"[0, 3, 8, 0] ⋅ [9, 2, 8, 4]",70,0,0
526,"[8, 9, 7, 7] ⋅ [8, 3, 5, 3]",147,64,21
527,"[5, 2, 2, 7] ⋅ [4, 0, 5, 8]",86,20,56
528,"[1, 6, 8, 8] ⋅ [6, 2, 1, 6]",74,6,48
529,"[6, 9, 8, 9] ⋅ [0, 1, 0, 9]",90,0,81
530,"[1, 6, 6, 3] ⋅ [8, 2, 1, 9]",53,8,27
531,"[2, 6, 2, 7] ⋅ [7, 2, 3, 5]",67,14,35
532,"[3, 7, 7, 7] ⋅ [8, 4, 1, 5]",94,24,35
533,"[2, 4, 3, 8] ⋅ [7, 0, 9, 0]",41,14,0
534,"[6, 0, 4, 9] ⋅ [4, 5, 6, 7]",111,24,63
535,"[7, 4, 8, 0] ⋅ [6, 0, 6, 3]",90,42,0
536,"[2, 9, 3, 2] ⋅ [0, 3, 7, 3]",54,0,6
537,"[0, 9, 3, 3] ⋅ [6, 7, 0, 6]",81,0,18
538,"[5, 1, 5, 1] ⋅ [3, 2, 4, 8]",45,15,8
539,"[8, 0, 6, 1] ⋅ [4, 7, 0, 2]",34,32,2
540,"[4, 6, 6, 3] ⋅ [8, 1, 4, 2]",68,32,6
541,"[5, 2, 9, 6] ⋅ [7, 2, 2, 1]",63,35,6
542,"[8, 8, 7, 0] ⋅ [6, 3, 3, 1]",93,48,0
543,"[8, 3, 0, 4] ⋅ [9, 1, 1, 3]",87,72,12
544,"[0, 2, 0, 0] ⋅ [0, 4, 7, 4]",8,0,0
545,"[6, 9, 4, 8] ⋅ [0, 9, 0, 8]",145,0,64
546,"[9, 2, 2, 4] ⋅ [2, 4, 5, 3]",48,18,12
547,"[9, 1, 9, 9] ⋅ [7, 9, 3, 6]",153,63,54
548,"[2, 5, 6, 4] ⋅ [5, 4, 9, 7]",112,10,28
549,"[5, 5, 5, 5] ⋅ [6, 7, 8, 6]",135,30,30
550,"[2, 4, 8, 4] ⋅ [7, 5, 9, 9]",142,14,36
551,"[8, 1, 2, 4] ⋅ [2, 1, 9, 9]",71,16,36
552,"[5, 2, 4, 1] ⋅ [1, 1, 0, 1]",8,5,1
553,"[6, 3, 2, 3] ⋅ [6, 6, 6, 8]",90,36,24
554,"[2, 9, 6, 5] ⋅ [0, 2, 4, 9]",87,0,45
555,"[0, 5, 2, 4] ⋅ [6, 9, 8, 3]",73,0,12
556,"[6, 9, 5, 9] ⋅ [2, 4, 8, 2]",106,12,18
557,"[7, 1, 4, 7] ⋅ [2, 3, 1, 3]",42,14,21
558,"[4, 9, 5, 2] ⋅ [4, 5, 2, 8]",87,16,16
559,"[3, 6, 6, 6] ⋅ [2, 9, 0, 5]",90,6,30
560,"[5, 6, 2, 6] ⋅ [7, 7, 8, 1]",99,35,6
561,"[2, 6, 4, 9] ⋅ [0, 4, 7, 0]",52,0,0
562,"[9, 8, 9, 2] ⋅ [9, 6, 3, 1]",158,81,2
563,"[2, 3, 0, 2] ⋅ [2, 3, 8, 6]",25,4,12
564,"[7, 1, 4, 4] ⋅ [9, 2, 3, 8]",109,63,32
565,"[8, 0, 4, 6] ⋅ [4, 0, 0, 7]",74,32,42
566,"[5, 2, 1, 7] ⋅ [2, 7, 7, 0]",31,10,0
567,"[1, 2, 3, 0] ⋅ [4, 7, 0, 5]",18,4,0
568,"[7, 4, 0, 5] ⋅ [8, 1, 6, 6]",90,56,30
569,"[7, 2, 7, 3] ⋅ [2, 1, 5, 7]",72,14,21
570,"[7, 5, 0, 2] ⋅ [0, 6, 2, 3]",36,0,6
571,"[4, 8, 7, 1] ⋅ [8, 1, 6, 8]",90,32,8
572,"[1, 7, 0, 5] ⋅ [5, 4, 7, 8]",73,5,40
573,"[4, 3, 6, 2] ⋅ [4, 5, 7, 3]",79,16,6
574,"[6, 0, 6, 0] ⋅ [6, 7, 9, 3]",90,36,0
575,"[7, 9, 7, 5] ⋅ [8, 6, 9, 2]",183,56,10
576,"[9, 6, 3, 7] ⋅ [6, 5, 0, 4]",112,54,28
577,"[9, 4, 3, 2] ⋅ [4, 8, 3, 6]",89,36,12
578,"[6, 7, 0, 4] ⋅ [1, 2, 5, 5]",40,6,20
579,"[4, 6, 3, 8] ⋅ [4, 2, 4, 4]",72,16,32
580,"[8, 4, 4, 3] ⋅ [2, 3, 5, 4]",60,16,12
581,"[9, 4, 0, 6] ⋅ [9, 1, 9, 1]",91,81,6
582,"[3, 4, 1, 0] ⋅ [7, 2, 7, 5]",36,21,0
583,"[1, 9, 9, 7] ⋅ [9, 4, 9, 4]",154,9,28
584,"[9, 6, 8, 1] ⋅ [3, 7, 8, 2]",135,27,2
585,"[8, 2, 1, 3] ⋅ [5, 7, 4, 8]",82,40,24
586,"[6, 2, 7, 6] ⋅ [5, 8, 5, 9]",135,30,54
587,"[2, 3, 7, 2] ⋅ [5, 5, 2, 8]",55,10,16
588,"[6, 4, 6, 2] ⋅ [3, 0, 3, 0]",36,18,0
589,"[3, 4, 8, 0] ⋅ [8, 0, 1, 4]",32,24,0
590,"[6, 6, 2, 5] ⋅ [7, 6, 1, 4]",100,42,20
591,"[2, 0, 0, 6] ⋅ [7, 0, 6, 0]",14,14,0
592,"[3, 8, 4, 5] ⋅ [5, 6, 3, 6]",105,15,30
593,"[2, 2, 2, 2] ⋅ [9, 6, 3, 3]",42,18,6
594,"[4, 6, 7, 3] ⋅ [7, 6, 6, 2]",112,28,6
595,"[8, 1, 5, 1] ⋅ [8, 1, 4, 2]",87,64,2
596,"[2, 0, 3, 0] ⋅ [1, 7, 9, 2]",29,2,0
597,"[7, 2, 4, 1] ⋅ [3, 4, 3, 0]",41,21,0
598,"[0, 4, 7, 1] ⋅ [1, 6, 2, 8]",46,0,8
599,"[4, 0, 3, 3] ⋅ [4, 9, 3, 7]",46,16,21
600,"[1, 5, 4, 3] ⋅ [1, 9, 4, 5]",77,1,15
601,"[8, 7, 4, 1] ⋅ [0, 5, 7, 0]",63,0,0
602,"[5, 6, 6, 3] ⋅ [7, 5, 6, 6]",119,35,18
603,"[0, 0, 7, 6] ⋅ [4, 8, 0, 5]",30,0,30
604,"[0, 8, 7, 5] ⋅ [8, 8, 5, 7]",134,0,35
605,"[5, 4, 9, 7] ⋅ [2, 6, 1, 9]",106,10,63
606,"[6, 9, 1, 7] ⋅ [6, 9, 0, 2]",131,36,14
607,"[3, 1, 6, 0] ⋅ [1, 6, 2, 7]",21,3,0
608,"[9, 2, 5, 2] ⋅ [0, 4, 0, 7]",22,0,14
609,"[2, 9, 1, 7] ⋅ [6, 6, 3, 2]",83,12,14
610,"[4, 4, 4, 5] ⋅ [8, 9, 7, 3]",111,32,15
611,"[4, 9, 7, 7] ⋅ [2, 3, 2, 3]",70,8,21
612,"[5, 9, 2, 1] ⋅ [7, 0, 5, 6]",51,35,6
613,"[8, 0, 6, 5] ⋅ [9, 1, 0, 2]",82,72,10
614,"[7, 5, 2, 2] ⋅ [7, 7, 3, 1]",92,49,2
615,"[4, 4, 2, 7] ⋅ [6, 1, 4, 8]",92,24,56
616,"[3, 5, 2, 6] ⋅ [2, 7, 2, 8]",93,6,48
617,"[7, 2, 9, 9] ⋅ [6, 6, 3, 0]",81,42,0
618,"[5, 8, 9, 1] ⋅ [2, 5, 7, 1]",114,10,1
619,"[1, 9, 6, 9] ⋅ [0, 0, 9, 0]",54,0,0
620,"[4, 3, 7, 8] ⋅ [1, 6, 7, 7]",127,4,56
621,"[4, 4, 9, 4] ⋅ [6, 9, 2, 0]",78,24,0
622,"[9, 8, 0, 7] ⋅ [4, 9, 7, 8]",164,36,56
623,"[3, 0, 7, 2] ⋅ [3, 4, 8, 8]",81,9,16
624,"[3, 3, 5, 4] ⋅ [1, 0, 3, 6]",42,3,24
625,"[4, 0, 4, 1] ⋅ [0, 7, 2, 1]",9,0,1
626,"[5, 3, 5, 0] ⋅ [9, 7, 1, 2]",71,45,0
627,"[0, 4, 3, 4] ⋅ [9, 3, 7, 2]",41,0,8
628,"[2, 9, 2, 8] ⋅ [5, 8, 3, 5]",128,10,40
629,"[7, 0, 8, 3] ⋅ [6, 9, 5, 1]",85,42,3
630,"[3, 4, 3, 8] ⋅ [0, 3, 0, 5]",52,0,40
631,"[8, 7, 2, 6] ⋅ [8, 5, 8, 9]",169,64,54
632,"[3, 7, 6, 5] ⋅ [4, 5, 4, 4]",91,12,20
633,"[7, 3, 4, 1] ⋅ [6, 9, 2, 1]",78,42,1
634,"[5, 6, 6, 0] ⋅ [5, 3, 6, 7]",79,25,0
635,"[9, 0, 3, 5] ⋅ [5, 1, 0, 2]",55,45,10
636,"[8, 9, 8, 0] ⋅ [6, 3, 8, 1]",139,48,0
637,"[7, 0, 4, 1] ⋅ [8, 9, 9, 6]",98,56,6
638,"[8, 1, 0, 7] ⋅ [0, 6, 6, 1]",13,0,7
639,"[4, 2, 8, 6] ⋅ [1, 8, 5, 8]",108,4,48
640,"[1, 9, 5, 2] ⋅ [0, 6, 8, 6]",106,0,12
641,"[5, 8, 7, 9] ⋅ [3, 1, 9, 2]",104,15,18
642,"[6, 7, 8, 7] ⋅ [2, 5, 8, 6]",153,12,42
643,"[4, 6, 6, 0] ⋅ [2, 7, 2, 6]",62,8,0
644,"[6, 7, 5, 2] ⋅ [3, 2, 3, 4]",55,18,8
645,"[5, 9, 9, 1] ⋅ [2, 3, 9, 2]",120,10,2
646,"[5, 3, 7, 7] ⋅ [0, 7, 6, 0]",63,0,0
647,"[8, 2, 7, 2] ⋅ [4, 2, 1, 8]",59,32,16
648,"[2, 4, 9, 5] ⋅ [2, 0, 6, 1]",63,4,5
649,"[8, 5, 6, 4] ⋅ [9, 9, 9, 9]",207,72,36
650,"[1, 7, 7, 6] ⋅ [7, 4, 5, 8]",118,7,48
651,"[1, 8, 0, 9] ⋅ [3, 2, 4, 8]",91,3,72
652,"[9, 4, 6, 4] ⋅ [9, 8, 4, 2]",145,81,8
653,"[5, 3, 4, 9] ⋅ [6, 0, 7, 2]",76,30,18
654,"[8, 4, 0, 5] ⋅ [5, 8, 1, 4]",92,40,20
655,"[9, 2, 0, 6] ⋅ [4, 5, 7, 7]",88,36,42
656,"[7, 1, 9, 5] ⋅ [6, 9, 8, 5]",148,42,25
657,"[3, 3, 9, 4] ⋅ [8, 7, 1, 6]",78,24,24
658,"[3, 2, 7, 2] ⋅ [9, 1, 0, 6]",41,27,12
659,"[6, 6, 6, 8] ⋅ [8, 9, 6, 6]",186,48,48
660,"[7, 8, 7, 2] ⋅ [6, 9, 6, 9]",174,42,18
661,"[6, 5, 1, 1] ⋅ [9, 3, 1, 4]",74,54,4
662,"[7, 7, 9, 8] ⋅ [8, 0, 7, 9]",191,56,72
663,"[8, 8, 4, 2] ⋅ [6, 1, 6, 6]",92,48,12
664,"[2, 3, 4, 8] ⋅ [9, 4, 8, 2]",78,18,16
665,"[8, 4, 9, 0] ⋅ [1, 3, 2, 0]",38,8,0
